Tags,java,android,swing,eclipse,spring,hibernate,arrays,multithreading,xml,jsp,string,servlets,maven,java-ee,mysql,spring-mvc,json,regex,tomcat,jpa,jdbc,javascript,arraylist,web-services,sql,generics,netbeans,sockets,user-interface,jar,html,jsf,database,file,google-app-engine,gwt,junit,exception,algorithm,rest,class,performance,applet,image,jtable,c#,jframe,collections,c++,methods,oop,linux,nullpointerexception,jaxb,parsing,oracle,concurrency,php,jpanel,jboss,object,ant,date,selenium,javafx,jvm,list,struts2,hashmap,sorting,awt,http,inheritance,reflection,hadoop,windows,loops,unit-testing,sqlite,design-patterns,serialization,security,intellij-idea,file-io,logging,swt,apache,annotations,jersey,jquery,scala,libgdx,osx,encryption,spring-security,log4j,python,jni,soap,interface,io,for-loop,recursion,jackson,web-applications,ssl,jsf-2,jbutton,android-layout,playframework,graphics,ajax,glassfish,eclipse-plugin,enums,selenium-webdriver,networking,c,if-statement,apache-poi,listview,pdf,mongodb,android-activity,math,android-fragments,api,data-structures,excel,android-intent,orm,constructor,validation,ejb,debugging,classpath,audio,static,map,layout,testing,garbage-collection,design,java.util.scanner,groovy,exception-handling,primefaces,random,variables,java-8,jsoup,memory,url,linked-list,gson,session,postgresql,jasper-reports,actionlistener,jetty,lucene,timer,jms,android-asynctask,jstl,classloader,jax-rs,maven-2,javafx-2,.net,jax-ws,jlabel,casting,email,struts,datetime,jtextfield,gradle,itext,java-me,multidimensional-array,opengl,while-loop,caching,inputstream,dependency-injection,javamail,csv,cxf,xml-parsing,properties,mockito,google-maps,rmi,osgi,wsdl,search,encoding,button,split
security,0.99558556,0.9980494,0.9995026,0.99942315,0.99365443,0.9994559,0.9998222,0.99926525,0.9988113,0.9970952,0.9989811,0.99457455,0.999178,0.9897785,0.99747986,0.99605095,0.9995508,0.9998675,0.99315804,0.99912155,0.9980531,0.9948756,1,0.9924096,0.99869704,1,0.99915,0.9964633,0.99938035,0.99601114,0.99752337,0.99672353,0.99807304,0.99862206,0.9970968,0.9978824,0.9997966,0.99815327,0.99875903,0.9934812,0.9992677,0.9986108,0.9537514,0.99933136,0.9998862,0.99679816,0.99954194,0.99988484,0.9983477,0.9997635,0.9998791,0.9980322,1,0.99950653,0.99987566,0.9983772,0.99974954,0.9940776,1,0.9925831,0.99987227,0.99961644,1,0.9998714,0.9992233,0.9959672,1,0.99882,1,1,0.9993308,0.99744487,0.9998657,0.99594265,0.9991906,0.99577886,1,0.99945414,0.9997248,0.99930775,0.9988831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
intellij-idea,0.9956078,0.9967564,0.99883187,0.9936413,0.99583083,0.99781865,0.9998221,0.99967843,0.9988579,0.99749464,0.99957085,0.9985194,0.9717995,0.9979323,0.9991814,0.99719745,0.99974304,0.9993365,0.9900977,0.9975606,0.999351,0.9992596,0.99985,0.99876684,0.99951106,0.99898845,0.9978689,0.99982345,0.9973348,0.9916947,0.99923795,0.99894047,0.99961454,0.99940884,0.9966891,0.9948323,0.9887745,0.9987673,0.9998965,0.9995812,0.9987416,0.9991439,0.998819,0.9992182,0.999886,1,0.9993114,0.9998846,0.9998819,0.9990512,0.9997577,0.99815136,0.9987659,0.9990104,0.9995012,0.99862415,0.999749,0.9998744,0.9993701,0.9957838,0.99987197,0.99575454,0.99987173,0.99819165,0.9958339,0.9964812,0.99986887,0.99947464,0.9998687,0.9998671,0.9997318,1,0.99959594,0.9994596,0.99878246,0.9975473,0.99986386,0.9933939,0.999172,0.99972254,0.9994405,0.9998598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
file-io,0.9958016,0.9979097,0.99570334,0.99868196,0.9993498,0.99992704,0.995501,0.99717027,0.99808073,0.99924374,0.9966359,0.9978151,0.99952555,0.9987988,0.99993646,0.99942225,0.9994808,0.99906105,0.9988527,0.9999317,0.9998542,0.9997005,0.9956548,0.99937624,0.99950475,1,0.9969734,0.99784774,0.9984701,0.9963239,0.9982577,0.9999023,0.9985307,0.96243644,0.9991866,0.9994876,0.9991713,0.996757,0.99968433,0.9995742,0.9986138,0.9936529,0.99792325,0.99738073,0.9954524,0.9993017,0.99918175,0.99905884,0.99879545,0.9990332,0.99925864,0.99559027,0.9983633,0.9997479,0.99681205,0.99987257,0.99794793,0.9996156,0.99974304,0.99909043,0.9982989,1,0.99960715,0.9997367,0.99973524,0.99973476,0.99906194,0.9994636,0.99892646,0.99823225,0.99917763,0.9988999,0.99986243,0.99972403,0.9983407,0.99595594,0.9979094,0.999021,0.999718,0.9998582,0.99540496,0.99813324,0.9997125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
logging,0.9958707,0.9990736,0.9995004,0.99796575,0.99577934,0.99772817,0.9998653,0.9974427,0.99807554,0.9992416,0.999403,0.9979814,0.9965386,0.9959277,0.99948955,0.9983877,0.9997395,0.99932694,0.9867681,0.99910766,0.99838734,0.999624,1,0.9981182,0.99883825,0.9999142,0.9970458,0.9995501,0.9996386,0.997729,0.99922216,0.9996069,0.9981279,0.99616355,0.9956901,0.99731433,0.996448,0.9933481,0.9998942,0.9989284,0.9995713,0.9967069,0.9978003,0.9998857,1,0.99882793,1,0.9998817,0.99903005,0.99902666,0.9995024,0.9979747,0.9992399,0.9997461,0.99769026,0.9985865,0.9989676,0.99961287,1,0.9906283,1,0.9988133,0.9997362,0.9990711,0.99946636,0.9978584,1,0.9985123,1,0.99972636,0.99986196,0.99847496,0.9993065,0.9993044,0.9980485,0.99803644,1,0.99788314,0.99943143,0.9989986,0.9995675,0.99913234,0.99883974,0.9977715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swt,0.995888,0.9999637,0.9973998,0.98416567,0.9999729,1,0.99973035,0.9966474,0.9998558,0.9998483,0.9998371,1,0.99916595,0.9998731,0.9998085,1,0.99993485,1,1,0.99993134,0.99992675,0.9985682,0.99984735,1,0.99991703,1,0.9998265,0.99972975,0.97913784,0.99668026,0.9990262,1,0.9997045,0.9991936,1,0.9994839,0.99926966,0.9992642,0.99978805,1,0.99978536,0.9991226,0.99967015,0.99401057,1,0.9997654,0.99976444,0.99988145,0.9997573,0.99963456,0.9998754,0.9952956,0.9997463,0.99987286,0.99987173,0.9997428,0.99909514,1,0.9997407,1,0.99986815,0.9989433,0.9997357,1,0.9975897,0.99919647,0.99756134,1,0.99986464,0.9993143,0.9937387,1,1,0.99972135,1,0.9953501,1,0.99943525,0.9997152,0.99942684,1,1,0.9997096,0.99955416,0.9998502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apache,0.995909,0.9982816,0.99976933,0.99528104,0.9980149,0.9993774,0.9997751,0.9992098,0.99739635,0.99424934,0.9996739,0.9927986,0.9943073,0.9956635,0.99743754,0.9985786,0.99790794,0.9990555,0.95508003,0.99944985,0.99860436,0.9979615,0.9999236,0.9892959,0.9995843,1,0.99651325,0.99801195,0.99981886,0.9976272,0.99716604,0.9991124,0.998617,0.99757284,0.99979496,0.99875826,0.9994775,0.9985246,1,0.99503505,0.9994623,0.9982404,0.99867684,0.99919635,0.9998827,0.99917686,0.999882,0.9995248,0.99975675,0.999878,0.9998752,0.9934899,0.9997458,0.99936247,0.9984552,0.99935544,0.9997411,0.9897946,0.9998701,0.9925926,0.99986786,0.98998266,0.99947006,0.9997337,1,0.9991946,1,0.9972804,1,1,0.99986136,0.9765225,1,0.9997207,0.9822241,0.9980279,0.99971837,0.99943393,1,1,0.9994207,0.9975265,0.99839675,0.9991057,0.9950196,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
annotations,0.99596334,0.9993367,0.99992305,0.9976699,0.98207766,0.9816702,0.9996845,0.99976724,0.9963724,0.99888307,0.99983656,0.99843675,0.9967636,0.99667794,0.9983312,0.98609287,0.9975076,0.9994589,0.998638,0.9865866,0.99970555,0.99954623,0.9996933,0.9973163,0.99858016,0.99670964,0.99877775,1,0.99972713,0.999334,1,0.9981162,0.99831283,0.9997973,0.99958795,0.9987526,0.9949383,0.9981995,1,0.99696934,0.9987024,0.9991167,1,1,0.9998821,0.9985807,1,0.9988048,0.9995108,0.99791026,0.9988692,1,0.99859226,0.9879393,0.99935323,0.99948144,0.99947906,1,1,0.99841267,0.9996011,0.9984013,0.99973357,0.99933004,0.9997306,0.9997301,0.9993181,0.99465096,0.999727,0.9995852,1,0.9998601,0.9925215,0.97376007,0.9998594,1,1,0.995281,1,0.9986981,0.9981027,0.9978041,0.9967676,0.9998501,0.9987892,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jersey,0.9960806,0.9997091,1,0.9985944,0.99542993,0.9983418,0.99977374,0.99953234,0.99733007,0.99882656,0.9999452,0.9942122,0.9927378,0.99316305,0.9987089,0.99843514,0.9719797,0.9994554,0.98717415,0.99819255,0.99948096,0.9985512,0.9996137,0.9749594,0.99983186,0.9986058,0.99920803,0.9999087,0.99990827,0.99884725,0.99911016,0.99980015,0.99959975,0.9990783,0.9947737,0.99979025,0.9964905,0.9981812,0.99989223,0.85863614,1,1,1,0.9991833,0.9998808,0.99988055,1,0.99963766,1,0.9997517,1,0.9992248,0.99961174,0.9732286,0.9993452,1,0.99986815,0.99973613,1,0.9989289,0.99986535,0.9995957,0.9994601,1,0.99986356,1,0.9993092,0.9997235,0.99972343,0.9998599,1,0.99113274,0.999858,0.99928755,1,1,1,0.99754125,1,0.99956036,0.9971856,0.99717766,0.99895924,0.9993914,0.9980022,1,0.9972184,0.99626225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,0.9960806,0.9994453,0.9998651,0.9993905,0.9932258,0.99919003,0.9992755,0.99981296,0.99893373,0.96508807,0.9998357,0.9785061,0.9998197,0.9958186,0.9978032,0.9831193,0.9760685,0.9995916,0.9982171,0.9996529,0.99985176,0.89610827,0.999691,0.9973757,0.9994953,1,0.99964815,0.99972594,0.999633,0.99990404,0.97008854,0.9911308,0.99889857,0.9995905,0.9986464,0.99494153,1,0.9996795,1,0.9934153,0.99989086,0.9994423,0.997646,0.9981313,0.9998808,0.9980852,1,1,0.9998763,0.9997517,0.999873,0.99974173,0.9997412,1,0.99868953,0.9996063,1,0.9904128,1,0.99946475,1,1,0.9987844,0.9933097,0.9990441,1,0.9993092,0.965246,0.99944675,0.99971986,0.9998587,0.99858034,0.999858,1,1,0.9998566,0.9998564,0.9998557,1,0.9998535,0.9997045,0.99911046,1,1,1,0.9996925,0.99953747,0.9998448,0.9962061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scala,0.99614847,0.99948144,0.9990153,0.9971807,0.9987161,0.99944675,0.9994554,0.99769825,0.99878496,1,0.99928564,0.9993582,0.9949715,0.9995498,0.9989637,0.99967325,0.9976156,0.9980156,0.99931246,0.9995819,0.9990317,0.99892837,0.9996121,0.99928254,0.99923927,0.9962261,0.99840707,0.9988053,0.99880016,0.9976796,0.99781007,0.9997991,0.99869084,0.9986605,0.9984288,0.9996835,0.998826,0.9992475,0.9980452,0.998352,0.998571,0.99435985,0.99988747,0.999413,0.99976,0.9981932,0.99987924,0.9974409,0.9992523,0.99975,0.9975638,0.9979153,0.9993481,0.99986935,0.99762154,0.99986786,0.9961349,0.9993353,0.9998667,0.9991909,0.99945724,0.99904907,0.99904776,0.99958986,0.99793386,0.9871688,0.9984673,1,0.9987448,0.99929386,0.99971503,0.9985692,0.9974182,0.99160635,0.99697495,0.9986975,0.9994207,0.9970828,0.9997064,0.99896526,0.9959629,0.9989535,0.98541474,0.99907905,0.9989161,0.9996899,0.99844337,0.9974898,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgdx,0.9961954,0.9880249,0.9997876,0.9946618,0.9999454,1,0.99909043,0.9990601,0.99922127,1,0.99966973,1,0.99915344,1,0.99987024,1,0.99767613,1,1,1,1,0.99961644,0.9989878,0.99992007,1,0.999649,0.999734,0.99990785,0.9973101,0.9990309,0.99940145,1,0.999899,0.99896586,0.999895,0.9956397,0.9996788,0.9994604,0.99880135,1,0.99944854,0.99853337,0.99920833,0.99799246,1,0.9996375,0.99987864,1,0.9994993,0.9998744,0.9989707,0.99921536,0.9976375,1,0.99946976,1,0.99973303,0.99973285,0.99986607,1,0.998635,0.999454,1,1,0.9998618,0.9997231,0.9998601,1,0.99943954,0.9998581,0.9997135,1,0.9997122,0.9995669,1,0.99883604,0.9995632,0.99970746,0.9997048,0.9994056,0.99895054,1,0.99515736,0.9990736,0.9998444,1,1,1,1,1,0.99919313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
osx,0.9962546,0.9991439,0.993857,0.9902021,0.99975383,0.9998891,0.99995446,0.99924654,0.99970746,0.999846,0.9998345,0.9997655,0.9958625,0.9992884,0.99869704,1,1,1,0.99694955,1,0.99872524,0.99953794,1,0.9999198,0.9998298,1,0.9943594,0.9986102,0.9969242,0.9929474,0.9997996,0.9997973,0.99979705,0.99666667,0.99873203,0.9995741,0.99935406,0.9989146,1,0.99988925,0.99966747,0.99920654,0.9909424,0.999407,0.99927205,0.9996354,0.99607986,1,0.99722326,1,1,0.9912455,0.9996045,1,1,0.997857,1,0.9994621,0.9994606,0.99918145,1,0.9930863,0.9997249,0.9977827,0.9944048,0.9950987,0.99985915,1,1,0.9998571,0.9944904,0.99985534,1,0.9998547,0.99708325,0.9796924,1,0.999558,0.99851143,1,1,0.99848485,0.9914321,0.9973512,0.99921554,0.985334,0.9977897,1,1,0.9998389,0.9978831,0.9985263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
encryption,0.9962818,0.99619025,0.999826,0.99928135,0.99923325,0.9988885,0.9989505,0.99967015,0.9990231,0.999383,0.99750805,0.99935406,0.99975723,0.9992225,0.99817234,0.99947333,0.9994673,1,0.99916863,0.99950844,0.9989487,0.99581915,0.99984354,0.99855155,0.999403,1,0.9991965,0.9968378,0.9997206,0.9986335,0.9993972,0.99989843,0.9973494,0.99655426,0.999259,0.9995731,0.9998922,0.9973848,0.99570435,0.99933356,0.999333,0.9988632,0.9994301,0.99857193,1,0.98716843,1,1,0.9974693,0.9992393,1,0.999076,0.99986786,0.99986744,0.99986625,0.99892646,1,0.98522776,1,0.99904203,0.9997247,0.99972445,0.9998621,0.99972254,1,0.99944055,0.99985874,0.9992925,0.99985856,1,1,0.9988377,0.9998547,0.99970835,0.99956214,0.99838233,0.9992643,0.99955654,0.99715865,0.9998499,0.9989394,0.96219283,0.99984777,0.9974988,0.9996853,1,0.9993673,0.9998408,0.99967664,1,0.99918395,1,0.99950355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-security,0.9962917,0.9999363,0.9999807,0.99981374,0.9420928,0.996657,1,0.9998115,0.9980925,0.996285,1,0.997823,0.99805367,0.9914424,0.9992171,0.93396026,0.9996669,0.9995868,0.9956174,0.99908626,0.9989481,0.9989188,1,0.99846995,0.99974406,0.99982333,0.9999107,1,1,1,0.9995979,0.99612284,0.9994909,1,0.99777186,0.9980745,0.999352,0.99902004,1,0.99295145,1,0.99988633,1,0.999881,1,1,1,0.99975336,1,1,1,0.9996038,0.99973536,1,1,0.9993286,0.99932534,0.99973005,1,0.9986294,1,0.99972415,1,0.9998611,0.9998603,1,1,0.99516356,1,1,1,0.99883634,1,0.99956197,1,0.9997059,1,0.99940795,1,0.99984974,0.99969685,0.97683096,0.9996951,1,0.9995273,0.9998421,0.9985735,0.9947124,0.9970784,0.9987036,0.9995099,1,1,0.9988351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
log4j,0.99629414,0.99991804,0.99976796,0.99810743,0.9957395,0.99740165,1,0.9980167,0.9976019,0.99922824,0.99977887,0.99835324,0.99468994,0.99446326,0.9994129,0.9985494,0.9998668,0.99965566,0.98971236,0.9992268,0.9984211,0.9999228,0.99992174,0.998631,0.99931705,0.9998233,0.9982111,0.9994429,0.99981356,0.9973586,0.99979895,0.99949145,0.99949086,0.9980169,0.99851537,0.99935883,0.9967508,0.9973819,0.9998902,0.99988884,0.9998888,0.99852,0.9992011,1,1,0.99963397,1,1,0.9993677,0.99987316,0.9997402,0.99735206,0.9992054,0.99986726,0.9994641,0.99932843,0.99946016,0.999865,1,0.98906577,1,0.99723375,0.9997237,0.9995832,0.9998603,0.99915946,0.99971706,0.99758697,1,0.9998565,1,0.9995638,0.9995633,0.99985397,0.99765706,0.99970585,1,0.99911135,0.99985063,0.999248,0.99954504,1,0.998779,0.99906206,0.788278,0.9995261,0.9965046,0.999681,0.9988655,0.99983805,0.9985277,1,0.9995027,0.9998337,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
python,0.9963361,0.99861413,0.9995742,0.9985332,0.9998904,0.9999629,0.99917716,0.9986292,0.99823636,0.99984545,0.9982249,0.9993524,0.9997566,0.99948037,0.9992153,0.999934,0.997323,0.9968155,0.99923563,1,0.99954826,0.99533653,0.9994503,0.9983037,0.99914366,0.9997341,0.9993727,0.9930634,0.9977511,0.9961675,0.9978777,0.99989796,0.9981582,0.99811476,0.9856635,0.99924916,0.99967486,0.9986878,0.9939018,0.9984359,0.99821067,0.9956447,0.99942726,0.99808496,1,0.98785174,1,0.9991324,0.97927195,0.9991075,0.99817044,0.99453187,0.9998671,1,0.9956768,0.9997302,0.99891484,0.9851383,1,0.9997248,0.999723,0.9991678,0.99972236,0.9976221,0.9998596,0.9974619,0.9980063,1,0.9985749,0.99927837,0.9998544,0.9976577,0.99926823,0.9991189,0.9948347,0.9952487,0.9992595,0.9995536,0.99984986,0.9990928,0.9978623,0.9986228,0.99969345,0.9993716,0.9988899,0.99968237,0.9966459,0.99983966,0.99983716,0.9995114,0.9970346,0.99983466,0.99665666,0.99512684,1,0.99983245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jni,0.99634844,0.99481016,0.99955475,0.9973024,0.99994516,1,0.9981688,0.9972534,0.9999021,1,0.99900174,0.9995878,0.9985368,0.99954504,0.9998692,1,0.9999332,1,0.99853873,1,0.999774,0.9994577,0.9996857,0.9998386,0.99991435,0.9996451,0.99865365,0.99869376,0.9997192,0.9974457,1,1,0.9998978,0.99979067,0.9998936,0.99978536,0.99978304,0.9984671,1,0.9998883,0.99888116,0.9977098,0.9970111,0.99964106,1,0.99556595,1,1,0.87392676,0.99872285,1,0.98993826,0.9998669,1,0.9997305,0.99986494,0.99945694,0.9998642,1,0.99917287,0.9986115,0.99902767,0.999861,1,1,0.98672754,0.99943036,1,0.9998575,1,0.9992705,1,0.999707,0.99882317,0.99837995,0.9889271,1,0.99970204,0.9998496,1,0.99984735,0.9995406,0.9993858,0.9993706,0.9996826,0.99952275,1,1,1,1,0.99967086,0.9995031,0.9931104,0.99949723,1,1,0.99864817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soap,0.9963707,0.99823004,0.99996126,0.99831825,0.9958981,0.9997402,0.999817,0.99990547,0.9852912,0.9993291,0.9996116,0.9991152,0.99841297,0.99582,0.9990171,0.99900734,0.9991969,0.99993086,0.99713945,0.99957657,0.99954724,0.9995346,0.9996853,0.86475825,0.99982846,0.9998223,0.99639577,0.9993462,0.99990624,0.99921405,0.9996965,0.9997954,0.99938506,0.99968535,0.9993601,0.99967736,0.99956506,0.99846405,1,0.98902714,0.999888,0.99931264,0.9994254,0.9997602,1,0.9928209,1,0.9998757,0.99923515,1,1,0.9997336,0.9997331,0.9857511,0.99810606,0.9985089,1,0.98996425,1,0.9948647,0.9997219,0.99944323,0.9993029,0.99985987,0.99985904,1,1,0.9998571,0.99971414,1,0.9998538,0.99409944,1,0.99985266,1,0.9998516,0.99985135,1,1,0.9998483,0.9986209,0.99753845,0.99969214,0.9998423,0.99872553,1,0.9963088,0.99951667,0.9991817,0.99983644,0.99884355,1,0.9998326,0.9994957,0.9993266,0.99915785,0.99864405,0.9998304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interface,0.9963793,0.9985132,0.9991863,0.99863875,0.9991217,0.99962866,0.99821264,0.9990061,0.9994118,0.9997936,0.999667,0.99976414,0.999939,0.9993489,0.999869,0.9996692,0.9993975,1,0.99986076,0.9995057,0.9993204,0.999612,0.99707973,0.9992717,0.9997425,0.9728841,0.9995506,0.9995328,0.9982146,0.9992135,0.9997975,0.9998976,0.9996924,0.99968517,1,0.998923,0.99792916,0.9974722,0.9997787,0.99932766,0.9767202,0.9986232,0.999885,0.99988,0.9998772,0.9939364,0.99925816,0.99248123,0.996546,0.9912224,0.9718405,1,0.99852884,0.99825597,0.9994591,0.9998645,0.9997276,0.9989089,0.9998633,1,0.9938401,1,1,0.99985975,0.9991528,0.9994343,0.9945426,1,0.99914116,0.9981121,0.9992678,1,0.9632734,0.99421537,0.9994093,0.9997028,0.9998512,0.99790263,1,0.98987573,0.9981584,0.9995389,0.9990748,0.9998421,0.9995219,1,0.9998399,0.9941625,0.99983627,1,0.9973497,0.999501,0.9998324,1,0.99983156,0.9998315,0.99864244,0.9984699,0.9998297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
io,0.9963793,0.9987963,0.9984683,0.99917305,0.9996708,0.99996287,0.99687946,0.9958695,0.99901927,0.999742,0.99666,0.9987013,0.99987805,0.9995443,0.9996069,0.9998677,0.9993305,0.999654,0.99951255,1,0.9994715,0.99968964,0.9971589,1,0.9995707,0.9998222,0.9991008,0.9891428,0.998591,0.9973407,0.9994937,0.9998976,0.999282,0.9490572,0.9995732,0.99978477,0.9992381,0.9958168,0.99955726,0.99966395,0.99899036,0.9941224,0.99873406,0.9957836,0.99914,0.99926144,0.9996292,0.9988793,0.9992345,0.9987188,0.99934435,0.9973276,0.99785864,1,0.9986466,0.9995934,0.9968588,0.9997274,0.9994531,1,0.9981879,0.9998607,0.9998605,0.99971944,0.9992941,0.9984428,0.99942833,1,0.9988545,0.9988391,0.998828,0.99852985,1,0.9998525,0.998818,0.99791604,0.9974646,0.9995513,1,0.999088,0.99305874,0.99938506,0.9996918,0.9792103,0.9984046,1,0.99903864,1,1,1,0.9970174,0.9996674,0.9988255,0.9989897,1,1,0.99966097,0.9994905,0.9998297,0.99965894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
for-loop,0.99651265,0.9987677,0.9986402,0.99933124,0.9999725,1,0.9761344,0.999239,0.9997537,0.99932504,0.992974,0.9998813,1,0.9998689,0.9998021,1,0.99966294,0.99979085,1,0.9999289,0.9997717,0.99992174,0.98713726,1,0.99921983,0.99955106,0.9992737,0.99990565,0.99924135,0.9999007,0.9994881,1,0.99979264,0.99840564,0.99989206,0.99978226,0.9995596,0.99877816,0.9965169,1,0.9972699,0.994283,0.999068,0.9996353,0.9988792,0.99900174,0.99924815,0.9978522,0.9992238,0.992022,0.99920183,1,0.99687374,0.99972814,0.99972564,0.9998625,0.9998618,0.99958503,0.9990282,1,0.9947458,0.9997172,0.9998584,0.99971515,0.9994266,0.9998565,0.9947499,1,0.9966477,0.99704623,0.9997026,0.9998508,0.99985063,1,1,0.999849,0.91037893,0.999848,0.9996931,0.99922746,0.9996884,1,1,0.9985524,1,1,0.9998371,1,1,0.9996666,0.99949515,0.99983066,1,0.99897105,1,1,0.9986171,1,1,0.9998263,0.99930483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recursion,0.9965423,0.99972636,0.99959224,0.9995183,0.99997246,0.9996269,0.9908968,0.99899983,0.9989635,0.9995322,0.99347436,0.99988115,1,1,1,1,0.9989865,0.9993713,1,0.999715,1,0.9999216,0.99456304,0.9998365,0.9996527,0.99882936,0.9996362,0.9999054,0.99933475,0.99990046,0.9998974,0.99958473,0.9998961,0.996905,1,1,0.9997792,0.99844027,0.96790266,1,0.9994309,0.9972002,0.99953294,1,0.99987525,0.999124,0.99974877,0.99949396,0.99935126,0.99027467,0.9981296,0.99986434,0.9986387,0.99972725,0.99765515,1,0.9991675,0.99986124,0.99944305,1,0.9991488,1,1,0.9998571,0.9995685,0.9991351,0.9935531,1,0.99810135,0.99405384,1,0.9998503,0.9995501,0.9986446,0.9993976,0.99969685,0.9935858,0.9998475,0.99969196,0.99922454,0.9996872,1,1,0.9985467,0.9998373,1,0.99983644,0.9995056,1,1,0.9991548,0.99983,0.9998286,0.9998279,1,1,0.99930614,1,1,1,0.9989525,0.99535716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
